-31.608 -29.544 6.773 9.554
46.451 15.318 24.891 15.357
24.771 46.131 -49.161 -39.356
-20.130 15.641 30.981 37.218
46.465 22.369 14.248 21.745
-3.240 -17.442 -6.036 22.969
49.401 17.687 29.082 -32.909
-47.315 30.037 40.372 -47.532
-0.825 2.626 9.637 -44.804
39.509 22.827 31.835 0.022
31.019 -40.403 -28.105 -24.128
-3.189 -4.063 20.951 -32.195
3.145 -33.226 26.881 42.817
10.949 -34.982 -1.037 -12.266
34.860 41.110 -11.615 -18.450
6.839 -31.218 -37.416 18.760
29.961 7.354 47.323 13.405
38.842 -0.459 -14.838 21.423
0.393 -27.436 -25.503 29.280
-0.483 41.509 44.537 3.323
-24.751 22.086 -13.256 -0.135
-27.342 -14.643 15.085 -18.707
26.874 28.184 35.241 44.991
-39.268 41.073 -16.394 32.638
39.810 -45.728 -30.421 -20.550
12.700 -41.378 -35.705 1.583
18.934 35.663 14.736 8.162
21.112 -24.758 40.016 -5.771
-47.948 45.966 15.223 1.321
18.236 -1.046 42.649 1.588
-42.784 6.751 11.524 44.155
-8.464 -23.556 -40.261 -1.416
-3.534 -47.024 19.428 21.695
22.981 -8.565 -48.490 40.898
28.938 -33.480 -18.721 11.095
-13.551 -34.396 -32.270 36.789
-20.991 8.518 -4.601 -8.882
38.263 19.271 -22.073 -43.556
-30.138 43.168 35.441 45.473
-44.775 7.947 -1.950 -47.829
-12.638 -8.591 10.391 17.175
33.887 27.953 -9.930 29.453
39.312 -23.751 48.920 35.331
23.148 -14.443 38.329 36.796
45.577 -49.989 -48.346 -18.593
49.532 -35.116 -33.262 25.857
-43.047 20.547 -3.083 -48.981
27.482 29.420 -35.043 -47.630
26.206 -27.633 -23.783 -4.313
-25.007 6.828 34.694 -12.190
-6.753 33.262 -12.887 -45.945
5.467 -4.875 22.530 -12.155
34.066 -3.069 6.264 16.120
-3.776 12.364 -27.812 23.286
-11.832 -30.517 -22.884 -25.077
-34.786 27.137 -24.459 -37.246
16.517 -8.720 16.777 15.981
-19.462 -29.878 -27.797 -38.003
-46.285 -46.587 -26.950 -27.165
12.491 39.256 27.973 22.145
-18.956 -13.692 -30.392 43.549
6.173 31.729 -15.109 29.971
-39.590 21.212 41.745 30.359
-17.289 -24.489 -0.500 -8.639
-7.506 -42.562 10.339 24.720
29.758 -11.850 29.716 -2.820
22.140 -31.079 -6.540 32.347
32.627 -31.047 -47.990 20.349
-15.273 -8.050 26.809 46.288
39.257 -36.506 29.780 18.209
3.005 36.598 25.325 -40.680
-17.056 -8.764 -49.904 9.756
18.256 -13.372 -10.350 -2.464
8.108 -36.286 49.941 0.733
-0.693 -31.313 -20.391 29.852
-20.522 19.712 -22.704 41.253
-20.146 38.986 44.672 -33.109
-14.071 18.218 42.139 -35.508
-40.013 -8.840 47.513 -45.849
-31.309 10.877 -41.278 -18.371
11.014 -29.881 19.190 -25.537
18.037 -1.406 -23.951 -21.726
40.545 -22.416 34.115 -30.358
-16.942 44.663 0.607 -9.658
-47.294 12.177 -15.265 -22.320
-43.595 -16.561 -43.229 -49.618
-45.903 -15.105 -40.805 2.032
-28.425 49.167 -23.281 18.017
2.625 -6.008 16.156 -36.521
28.785 -36.202 13.292 -28.633
-47.662 12.693 14.216 14.210
36.462 -16.280 -8.904 11.032
44.084 -34.792 -31.594 -34.556
21.282 42.798 -7.731 4.518
-17.761 -33.930 20.315 23.025
46.040 -12.951 21.670 48.606
-38.923 25.823 -34.245 31.644
5.411 8.171 43.615 -6.565
-1.087 16.613 13.015 -36.980
-14.616 13.512 41.896 -40.873
-42.892 -8.629 -28.436 1.970
5.851 -2.630 -28.413 -26.056
-28.326 15.569 34.639 43.046
30.031 18.073 -29.274 24.166
19.690 -11.824 35.012 2.811
39.301 32.056 -27.142 32.062
-36.144 -1.753 -35.119 -5.171
16.596 28.903 16.202 21.151
38.792 -35.832 -35.243 -17.407
-46.813 18.776 26.473 -14.999
11.601 45.850 -20.895 18.668
-45.777 -43.750 31.440 -6.338
-10.793 -16.935 -4.234 33.535
-3.323 -7.871 7.085 23.906
-44.492 12.418 12.106 -49.889
10.289 -45.981 8.575 -5.162
-14.627 43.353 -23.274 -21.870
0.491 14.681 47.057 -46.412
-7.680 8.831 23.170 -32.449
1.054 0.028 39.277 -11.732
16.286 -45.319 25.122 -13.121
44.803 -15.277 18.389 32.463
-1.375 48.418 10.381 25.962
18.452 43.242 44.979 49.011
-37.384 47.660 -27.089 -31.394
0.921 3.050 -21.736 -18.984
-19.012 -23.361 9.343 -28.287
-9.762 -21.144 -32.616 -27.429
48.864 -6.595 32.819 7.251
15.190 22.974 -10.872 -10.714
35.955 31.002 33.654 -31.201
-14.040 -1.802 46.607 6.331
32.750 -42.389 5.314 4.794
40.544 -13.051 40.116 -35.937
-40.083 47.318 44.205 9.095
-44.804 -44.985 -17.540 -12.425
26.415 35.927 4.571 -17.615
-9.419 -39.033 -36.271 24.539
37.642 -24.101 18.560 -14.089
-49.398 26.118 -8.598 -16.611
-22.196 9.251 -17.490 43.681
-40.402 38.330 6.802 -43.808
37.499 -27.515 29.938 30.187
-47.105 12.710 10.464 -42.179
27.295 -35.668 -3.632 -40.289
6.985 -9.623 8.658 24.871
38.961 -12.061 -20.756 0.929
3.281 -39.458 -45.406 12.199
32.244 -44.494 29.797 -25.576
30.354 -20.182 -3.273 43.282
40.976 -37.007 2.950 11.917
12.462 14.681 -16.792 -38.578
7.110 -19.801 -30.649 6.471
11.048 -45.467 48.538 -39.627
-9.410 16.556 -30.299 -25.822
12.317 29.874 4.464 -30.241
28.412 31.433 21.089 44.404
35.495 46.358 -3.536 -1.500
8.647 44.199 -12.772 9.824
11.361 6.006 -38.148 -9.709
-27.850 28.828 26.399 -32.562
22.385 42.456 -2.407 41.294
-6.258 -43.414 -13.629 -31.055
-35.167 -28.892 37.956 31.775
13.156 45.528 -38.095 10.227
-16.858 32.153 15.979 -7.743
21.608 -28.471 -48.317 -21.927
10.172 -3.944 21.067 -33.532
44.024 45.545 48.073 -44.117
24.037 10.065 -41.105 48.934
4.884 17.447 22.489 6.849
2.749 -34.925 -25.972 -9.742
-43.216 25.838 -15.731 48.974
38.856 43.854 23.910 -47.305
-11.760 -48.947 -43.477 18.139
48.666 16.625 -8.490 -45.884
39.429 20.679 -2.110 -28.439
-41.823 17.320 49.478 9.353
34.018 -34.702 37.614 4.484
48.364 23.570 -40.692 -20.778
-22.695 -42.883 18.002 -27.528
5.150 26.974 -28.828 -20.721
-14.358 45.637 16.024 45.051
-40.313 -23.547 -22.786 33.509
31.285 -20.626 14.971 -7.901
-42.535 23.881 8.537 -15.533
-24.200 -20.818 26.973 -7.568
-21.143 -23.582 -22.308 34.236
-33.038 -24.791 9.188 47.536
-49.587 -25.998 22.652 -24.928
41.816 0.815 0.253 21.230
13.977 -21.570 -49.022 9.474
34.101 -1.341 28.080 -8.747
-12.019 39.845 39.673 22.045
-21.515 -16.010 -21.483 27.961
-49.543 -41.531 -5.864 -24.893
40.587 38.088 21.652 -26.132
42.529 46.962 7.824 -23.097
-19.909 12.533 27.984 -7.890
15.698 -7.638 -14.827 12.463
31.150 -0.628 -44.685 -1.687
0.463 -6.308 -12.398 27.788
-39.992 -48.352 28.238 35.316
-27.630 12.692 -43.533 -26.108
-4.023 16.268 -28.230 -3.005
47.829 1.305 -2.987 16.614
2.122 -24.273 32.417 -37.121
-32.806 -32.509 -11.806 -39.841
-11.020 30.991 -14.625 37.652
45.883 33.873 -38.495 6.241
-39.156 37.587 -14.999 39.772
-37.582 13.786 37.253 -49.893
-19.528 -47.118 4.973 -32.481
9.003 -49.488 -21.798 25.980
37.195 0.542 -1.626 -45.224
25.080 33.133 36.603 32.678
-0.042 -49.123 -15.881 24.012
41.079 -20.604 -31.329 38.422
-11.593 11.691 9.698 -17.670
14.004 -5.141 19.846 -33.806
-30.464 -1.721 0.006 26.809
-30.714 49.217 -17.470 34.600
31.814 40.657 23.945 -18.334
-47.244 6.304 45.667 -34.399
25.773 -45.866 -30.545 2.026
-3.510 28.951 -37.194 39.242
-32.361 -6.512 -35.065 18.876
31.400 -30.745 7.814 22.087
-2.487 -23.805 23.413 -15.079
17.146 -44.494 39.705 2.165
-22.478 34.350 -5.753 16.925
49.265 35.267 43.355 36.213
-43.295 -20.818 -30.367 -8.899
-8.082 45.827 42.408 48.367
-11.867 46.409 9.032 0.107
-21.790 -33.763 -5.121 -15.270
2.386 4.383 -48.921 -20.344
-33.172 45.851 -26.357 33.266
20.776 6.066 20.112 -28.800
19.104 12.161 21.745 -34.730
-40.575 45.118 -9.605 14.342
46.049 33.732 -36.937 0.097
-31.828 -44.962 39.507 -23.396
-44.624 -0.065 28.011 5.695
-36.495 -11.142 -24.233 2.732
40.267 35.311 33.682 -28.412
-36.645 -37.976 37.462 -41.997
-11.059 -31.818 -8.885 33.338
47.845 -49.575 5.986 25.178
-10.996 -19.139 29.764 22.277
30.089 47.168 37.750 10.684
-22.596 1.877 6.889 45.184
-5.556 44.553 7.279 41.737
-11.602 -45.304 36.051 24.723
5.178 11.741 33.807 39.982
-5.319 -39.740 32.808 36.528
-25.272 -5.073 14.347 -12.238
-19.240 39.352 10.351 37.733
-44.070 12.395 33.882 10.686
17.752 19.799 44.447 38.289
-33.012 17.959 -46.760 29.046
31.206 -28.903 1.979 28.727
0.591 49.123 -2.607 -4.349
36.137 40.151 15.347 30.514
-49.784 13.947 32.642 -45.920
9.107 -30.470 -9.415 -15.876
47.642 23.175 46.656 4.787
-29.711 -31.851 21.355 35.879
17.087 -13.604 -39.074 12.183
-31.470 -27.988 -20.451 23.333
-0.745 46.603 15.104 -29.925
-22.104 -14.072 -44.083 -23.194
-10.133 12.394 12.298 48.789
31.793 -17.513 -42.570 27.062
2.715 13.966 -45.609 23.932
40.274 19.117 -33.525 -23.722
-4.159 23.518 7.202 24.529
-39.765 39.882 -27.756 -16.391
-16.809 -17.818 34.761 -10.247
-17.590 -34.342 23.192 -7.359
11.968 -39.938 8.899 -30.039
10.527 19.259 38.875 20.083
43.736 -16.013 14.021 21.441
-27.395 31.226 -31.612 -24.379
-17.004 29.443 7.750 11.553
-46.777 46.152 15.800 46.039
-29.825 5.307 -26.655 -31.482
-39.889 -39.740 -35.739 -14.415
-18.873 -15.094 -13.547 -35.315
3.396 43.026 48.198 -44.329
-26.435 33.718 38.728 -26.696
-28.751 -48.300 9.123 36.711
31.319 38.773 28.615 -13.346
40.291 -41.079 18.752 -11.827
25.351 22.984 44.152 -8.860
-11.828 -14.029 -30.708 -14.272
-33.921 -23.273 -38.334 -47.561
40.880 35.691 21.978 -38.920
-21.355 -32.890 -49.030 31.632
31.894 -19.551 -47.087 -13.418
-30.433 -2.842 39.768 -11.722
-38.647 10.164 -3.709 -12.449
-39.947 40.743 38.492 -24.807
-45.484 38.456 -34.172 12.181
16.024 1.939 25.684 -11.900
22.387 -47.659 19.840 -29.436
-29.533 45.606 -0.096 -35.470
20.821 -9.713 8.957 -3.405
8.214 -44.965 -35.292 -4.238
25.841 11.642 21.731 -22.958
-16.780 -7.442 44.691 -18.558
20.486 -46.409 -16.001 43.905
0.467 16.194 -21.255 30.881
45.972 -6.088 -23.552 4.532
33.466 -44.794 -33.883 -45.739
-49.462 -12.115 47.719 -33.136
18.920 5.363 -20.646 -40.526
-48.835 -3.612 45.941 7.835
-20.185 6.568 15.962 11.481
-1.392 -48.536 -30.967 39.183
-4.937 -23.084 9.814 5.067
44.656 45.421 9.272 -32.914
-23.907 -46.833 -6.162 -37.611
14.834 -49.738 -18.158 -11.847
-19.718 -19.384 -23.174 41.319
-12.579 -12.757 6.815 -35.402
49.383 -10.491 27.074 -37.344
-40.676 -23.114 16.233 -17.574
-49.107 -31.221 -30.555 -23.748
-24.234 30.732 38.271 14.447
14.130 -33.656 4.125 -12.042
23.499 38.371 -28.730 -24.264
11.327 -1.565 -12.412 -25.235
-18.656 36.820 31.424 -4.246
37.043 38.798 28.897 -36.554
8.049 -42.764 16.254 -6.068
-20.074 -3.391 46.913 20.247
-46.979 44.665 37.585 -37.957
-1.993 -47.710 35.697 -36.704
0.151 -23.858 -40.815 -31.949
-20.284 34.175 7.285 8.049
-18.557 43.223 -11.177 -36.876
30.951 40.594 -1.575 -45.918
35.007 -1.118 -16.709 -28.991
-3.436 42.382 39.639 -6.630
48.753 37.075 3.529 18.184
-49.905 -28.958 -34.746 8.348
31.930 28.451 1.737 36.080
12.892 44.219 -39.741 -47.577
-28.880 49.103 -42.686 9.598
34.165 -33.158 -3.060 8.562
9.710 40.127 -28.842 38.676
7.118 9.061 46.823 30.792
-45.148 12.008 49.820 38.326
3.421 -45.391 21.227 22.952
-40.287 -39.355 -43.675 -12.489
-29.991 -11.092 -39.847 -42.785
-16.761 -29.688 33.476 -42.908
-28.436 40.854 22.990 -40.408
-8.023 -13.727 34.098 40.194
35.937 -36.841 -45.275 0.211
15.927 -30.097 -31.391 8.193
-25.283 -33.314 10.510 -23.441
34.571 37.384 7.648 -16.574
-34.798 13.890 -20.636 32.165
-35.703 11.598 -32.327 -34.556
45.335 37.524 -10.785 -1.813
-30.050 31.691 -34.816 -20.240
-1.675 -25.740 16.262 -4.412
-32.089 -26.672 -48.197 -19.433
-7.144 -46.398 17.276 19.833
1.437 -16.808 6.618 -22.235
3.621 -30.577 -25.403 -48.120
-7.200 -32.040 31.397 -9.403
-3.261 -12.780 14.414 17.009
17.917 41.079 -42.417 -27.371
36.959 26.943 -46.257 -7.815
-9.735 -42.511 -36.796 -20.846
-33.376 36.751 -13.931 -22.685
-37.297 25.004 -9.820 37.459
33.562 23.800 35.049 13.304
-46.273 43.525 2.406 -12.185
-2.782 -0.021 -20.167 -28.682
-2.143 -44.987 -4.643 -38.289
31.013 -11.206 -22.051 -37.624
-44.374 -22.666 -15.224 45.405
22.666 -39.518 -10.185 -49.632
24.054 44.994 -7.788 -39.966
-27.075 13.890 40.927 5.538
-12.411 33.705 20.660 -49.254
9.344 24.908 -49.051 -33.220
24.842 35.662 40.187 -14.794
-32.774 38.579 28.374 -10.960
-40.903 -40.214 34.589 26.909
43.229 18.862 -28.116 -46.152
-40.280 -31.370 12.530 27.884
37.061 -46.719 -35.842 20.310
-12.632 -29.114 -7.611 15.342
40.423 -28.682 -22.467 19.354
-43.517 33.992 19.057 -1.403
16.530 -45.933 -43.766 21.502
9.300 -2.674 -2.397 49.353
47.082 -0.581 48.742 16.044
-40.299 -15.795 6.975 -1.428
19.390 11.877 28.549 12.072
-29.119 20.066 -9.189 18.837
19.282 0.496 0.788 2.666
44.249 23.643 -12.407 8.047
3.248 9.294 -4.511 -1.130
-12.773 -9.789 -1.355 8.389
-0.262 -32.462 33.114 -17.078
20.012 -8.380 -15.476 -35.470
48.518 -23.582 -45.259 -14.737
-2.651 -16.988 -33.648 14.483
-5.031 45.897 12.700 21.145
33.677 -29.305 -14.273 -31.017
-16.234 6.043 2.460 8.504
-17.880 7.388 -31.805 33.735
-3.354 -21.950 13.592 -34.426
10.357 21.296 -14.641 17.047
-16.661 -12.828 25.177 35.196
14.873 -21.290 46.578 -29.763
39.595 -4.850 37.750 -24.865
49.185 -11.963 19.097 -42.121
-47.555 -12.537 -30.631 -17.592
20.105 22.334 -27.149 -10.014
-25.663 16.923 5.059 26.868
-18.584 38.444 -31.848 13.372
9.779 -8.778 -40.946 -8.494
48.693 -29.537 -37.791 20.772
-8.299 -19.251 -43.527 -29.948
21.588 4.797 -44.705 -3.720
-0.784 -27.397 -28.855 20.618
4.722 -19.510 34.096 -1.706
41.783 39.175 -25.316 13.650
8.432 -24.387 30.228 -40.208
-36.213 40.419 3.554 16.293
18.897 -45.505 26.697 29.089
41.759 -3.324 -45.444 -10.303
11.939 -0.583 -9.483 -38.557
-21.593 48.505 12.388 -32.110
-21.075 -33.326 38.677 41.942
24.184 41.446 44.883 18.266
43.602 23.892 15.601 -20.287
-24.305 21.355 33.061 3.961
12.018 -47.976 28.176 30.169
20.577 -34.691 -31.330 29.954
24.916 -14.030 48.273 2.942
12.654 -37.351 -10.024 -33.919
-31.858 -29.283 -17.527 -7.638
42.849 -10.877 35.994 48.277
3.209 25.744 -14.021 -38.597
-10.039 16.761 4.374 27.261
43.525 40.246 45.889 42.453
-37.492 46.992 -36.065 23.343
-0.483 16.769 -42.178 -43.550
43.427 -11.546 -49.067 -41.725
-10.257 -10.759 -40.408 -45.020
-42.558 29.854 18.583 16.406
-17.519 -0.208 -23.674 -3.814
-7.957 27.776 -24.677 14.484
21.075 31.782 21.154 3.546
-9.239 9.179 -24.900 -40.110
23.783 -22.259 -3.888 -24.494
-18.886 -12.344 17.953 21.637
49.164 -36.116 1.371 -9.588
49.251 -16.733 14.447 -10.557
25.142 3.890 27.467 -40.524
25.364 -35.890 31.922 44.467
31.829 11.596 27.765 -6.711
-42.898 36.149 -5.328 6.223
-22.550 -41.967 -1.895 -34.332
-42.207 16.774 -25.044 26.493
-7.067 -30.489 36.325 0.918
-1.470 -48.256 -40.827 18.523
43.337 42.299 -14.606 43.210
-43.107 17.258 -0.665 0.747
-36.843 -27.177 24.278 2.326
-47.100 22.732 -23.814 29.329
33.722 16.349 -44.451 35.508
-8.871 -49.950 39.839 41.056
-10.371 45.392 -48.819 7.249
46.010 16.043 41.449 -10.604
33.314 -14.435 11.279 13.831
-38.323 12.071 -0.709 46.755
10.163 -11.886 7.040 19.685
-43.023 -32.120 -47.717 -18.438
36.042 -19.340 -10.413 4.333
-8.411 -16.635 2.399 44.504
49.893 -11.798 -23.554 43.966
-45.026 42.431 17.558 33.758
19.291 -33.873 30.318 -3.373
-12.335 15.761 27.880 8.853
33.124 -22.282 40.663 13.614
15.688 15.271 -46.521 -35.912
-9.125 -48.194 -32.935 -14.801
27.584 37.587 18.566 -16.782
34.809 -49.628 -6.752 -7.692
36.903 -0.183 9.751 4.356
44.802 12.895 -1.483 -0.078
31.265 47.011 -6.057 -26.546
25.489 -13.588 27.938 -17.395
32.324 -10.244 8.609 11.896
-15.567 38.078 10.990 -12.086
-21.092 11.997 -15.152 37.741
12.679 37.881 8.867 -26.384
31.768 26.938 8.455 -17.665
-14.057 -44.351 -15.927 27.543
32.495 40.504 6.093 3.741
-38.218 45.389 -10.562 -37.731
-18.055 -40.943 40.142 9.132
34.575 -7.973 -29.930 -39.799
24.246 45.412 37.053 4.159
6.143 47.263 42.065 -41.778
6.038 -47.830 -39.747 -39.549
25.663 5.592 -42.137 -2.442
-33.533 -36.079 -38.518 23.567
-11.376 -3.218 -9.927 19.842
30.652 29.473 -26.472 47.739
0.766 -34.747 24.607 8.016
-13.259 5.759 -19.192 -35.644
-5.017 10.165 2.768 13.700
-45.259 -7.841 -4.583 22.521
-13.386 43.060 -16.169 -9.155
-43.125 20.568 -11.704 -7.352
-31.695 0.480 24.614 6.352
6.298 6.851 -47.762 -18.862
31.684 -6.676 41.427 -22.443
37.284 -48.339 20.076 -37.155
-37.597 46.718 9.667 18.358
-31.723 41.311 -6.085 -34.380
-44.734 35.124 42.700 -45.755
42.191 29.098 -28.676 -12.581
-29.169 -42.261 11.363 -7.712
-14.430 9.128 21.891 -23.460
-32.290 -16.067 -33.666 43.078
48.057 41.394 -45.513 34.580
-33.543 -12.888 15.635 -42.321
21.006 28.319 14.626 -17.307
-43.590 -11.246 43.382 29.931
-24.736 10.543 -18.057 30.440
18.471 9.589 9.796 -40.098
32.838 48.400 -47.886 25.512
44.449 -20.228 -24.347 32.920
-15.648 -36.549 -3.843 -35.416
6.089 -3.521 -6.550 -14.278
16.572 48.988 21.514 19.418
-33.463 14.930 -45.117 24.924
2.449 13.492 10.583 29.242
-5.018 -9.017 4.377 39.289
-12.301 -28.879 -21.727 25.826
49.594 -1.515 41.528 -31.127
-6.578 6.643 21.661 -4.597
-39.650 -27.510 37.725 17.210
30.803 46.490 -39.413 -23.535
30.244 38.372 11.502 -33.306
-30.698 5.062 -18.854 16.443
1.155 -5.162 10.241 31.327
14.793 -2.809 -4.924 -16.661
-40.003 -44.693 -13.162 -41.973
6.340 -44.130 24.050 -18.506
48.201 17.552 -1.681 30.077
-48.780 -30.576 -29.245 30.160
8.360 7.545 -23.862 -31.979
33.896 12.499 -18.214 32.289
3.705 31.919 1.421 -16.685
19.049 49.617 42.776 6.817
-22.771 6.707 -4.496 13.294
19.596 16.840 -46.746 43.707
-43.815 14.007 -6.319 33.097
-7.077 35.113 -0.135 -30.452
-36.928 43.155 -27.844 -33.920
6.300 -7.332 31.691 -42.306
1.327 -19.841 25.152 -25.339
-37.056 -35.494 19.321 43.805
-30.817 -5.029 -13.315 42.588
-31.452 -48.910 7.767 37.337
36.989 -16.230 -19.081 -44.564
23.524 33.846 48.593 -20.465
-5.153 36.645 -8.787 29.247
-47.168 -41.206 -45.142 -13.090
0.372 -42.678 17.073 -47.773
-44.018 -17.393 -6.264 -29.791
25.515 3.789 -30.917 -6.630
16.004 2.623 -45.150 18.924
19.027 36.461 45.100 -18.746
-46.177 -10.669 17.600 3.513
-23.243 -11.989 44.936 -24.034
15.765 3.532 -47.073 38.958
18.693 13.997 14.515 -12.201
2.879 -16.429 27.346 -49.319
-5.981 -33.290 15.873 14.044
36.549 -28.211 -23.436 42.808
22.355 -10.251 -33.296 43.600
38.439 -10.217 47.136 46.388
-5.677 -38.395 -37.420 33.897
-23.092 17.452 16.945 28.269
20.790 -36.102 13.303 -27.061
38.251 -29.008 14.054 34.152
-26.290 -26.703 48.291 -11.468
4.746 27.602 -45.087 -17.783
