6.127759990972425896e+01	1.311197104397379576e+02	-1.013828605111605299e+02	-2.282533283336124725e+02	-1.341716760790336025e+02	-6.044933946735454811e+01	-2.635536772180736307e+02	-1.314980176050574556e+01	3.343324392509425991e+01	-1.331298160416386906e+02	3.099825086235285454e+01	-6.316979904959651293e+01
2.446283114039819964e+02	-3.433400618638640367e+02	1.711236290775855480e+02	-2.673202231560070459e+02	-5.471669042220313486e+02	-7.741462114435037734e+01	9.710653713335565840e+01	-1.674186951563288801e+02	-4.223223629533245571e+01	-1.295165286864200880e+02	1.398755825197569607e+02	-1.280671120819702082e+02
1.909341063614580776e+02	-3.704081748357269817e+02	2.355403426011666284e+02	2.769367376786612454e+02	-2.031583567314905565e+02	-2.755060790252511538e+01	4.094882036367146156e+02	-2.847948986655665067e+02	-2.531014379671610754e+02	1.206661056582380525e+02	-1.050244151894019637e+02	7.146921624535397655e+01
1.654951562401191723e+02	8.592973060213913072e+01	-9.836622250416957058e+01	-4.033503997423966894e+02	-4.088342563503396718e+02	-1.005465513833813418e+02	-1.741192463025425923e+02	3.616103924733793917e+01	-2.259651337535889937e+01	-3.043638645684606558e+02	2.935915224287675755e+02	-2.560333294120980554e+02
2.741668471403030480e+02	-2.329464899650029679e+02	2.474237940257977755e+02	-8.037427822958225931e+01	-5.271996082636507026e+02	-7.666226328959538705e+01	1.148918987466238093e+02	-3.019536412277102500e+02	-4.360590054816641725e+01	-4.277310824314055537e+01	2.828952454209922962e+02	-1.527955933873876120e+02
-3.409473220539875626e+01	-2.958828188147280969e+01	9.572457924848416155e+01	2.356396270406975191e+02	1.157708314783203036e+02	4.705001732269778358e+00	1.068985606197296079e+02	-5.134912937864457660e+01	1.346577147813379938e+01	2.016780018796215472e+02	-1.365788414073333570e+02	6.776878071727929864e+01
1.677030361711653654e+02	-1.708590825104017199e+02	1.041031540063879106e+02	1.881418887876884583e+01	-1.069443974645365927e+02	-2.147197425333690717e+02	1.806343267115130971e+02	-7.503202625286894545e+01	-3.056958082313933573e+02	-1.831962996255838334e+02	1.682239152100400759e+01	6.943008825798797545e+01
7.156156109474986238e+01	1.221411366297055849e+02	-7.204306503174061049e+01	-1.147162869157322973e+01	-1.615389569546550774e+00	-1.229596391284843406e+02	1.040732467773270287e+02	1.492961928293394180e+02	-2.125872331877082502e+02	-4.066806114278840596e+02	-1.571319894013920475e+02	-3.400329228918501201e+01
1.544921297339276407e+02	-5.142711909330288336e+02	3.173601423621737467e+02	4.244451405289102013e+02	-2.719981911196709916e+02	-9.529948671191573339e+01	5.184357146629618001e+02	-3.521230512450540573e+02	-1.875465761466209358e+02	2.671741960656394781e+02	-5.734202725569157622e+01	1.917463909682722374e+02
1.203859682921906682e+02	-3.915245605346112825e+02	3.050732429318942422e+02	3.272819656781748563e+02	-8.099666988905897824e+01	5.875928549032431647e+01	3.009070545520556266e+02	-1.929278384042231380e+02	3.775500148670605682e+00	3.477990995040323696e+02	1.124714442972768325e+01	1.399820376636094466e+02
1.292124969797473284e+02	2.148197778630153039e+02	-1.227209300706511215e+02	-4.669675085308926441e+02	-2.575143976106097057e+02	-8.410278650128468314e+01	-3.259695387192419389e+02	-1.693280044502405346e+01	-1.717108118502606544e+02	-3.609562743329312866e+02	1.389817642785526175e+02	-1.927705904288197871e+02
-2.330750131127206544e+02	2.072304645864849704e+02	-1.499854106137203757e+01	2.161292482391490921e+02	5.909080491056829487e+02	6.348279289771935652e+01	3.024305703772282072e+01	3.597896419091032385e+02	6.081392555700259805e+01	-1.400640393233180703e+01	-2.241847014784395924e+02	9.681594989780569449e+01
-8.756878336553016595e+01	-3.278089563570014775e+01	8.640850125416241667e+01	2.066202593038144926e+02	8.841581057993201398e+01	2.681491161846948046e+01	1.582154131911119350e+02	-7.245112548315510992e+01	2.809720810965676918e+01	1.763433997352911717e+02	-1.398124319442506476e+02	1.323353339090812142e+02
2.471477012494879943e+02	-4.492780795218854450e+02	1.832914213370745813e+02	2.338981634412718336e+00	-4.457988020187194707e+02	-6.469683435262508908e+01	1.819832297002793950e+02	-2.747536151703083078e+02	9.252124914778271147e+01	9.787388741144023641e+01	1.677629297809496336e+02	2.976348287915028124e+01
-1.120360999194520133e+02	2.100986067302939091e+02	-1.542628101336035229e+02	1.255694358517624210e+02	4.678931915947608786e+02	-5.592119897680476726e+01	2.049372314614953439e+02	1.676229997414750414e+02	-2.727474478659553370e+02	1.258001876775162486e+01	-3.012823283216303025e+02	7.382694811866970497e+01
1.702969174527821110e+02	-1.274928575095306513e+02	6.634595997918664523e+01	6.231869775415324852e+01	-1.268979970968096325e+02	-1.853858116681367676e+02	2.287380441717089070e+02	-4.083757185928774902e+00	-2.727479627786319156e+02	-2.333958616073041412e+02	2.453490082343870426e+01	-3.618908461282811295e+00
-1.642227677211324703e+02	1.927095984336858692e+02	-8.998761458880126440e+01	2.554973515572506813e+02	4.474573372067749233e+02	-2.337744545560462228e+01	1.583210895359613914e+02	2.594664850362523794e+02	-1.567117511872392015e+02	-1.203810670037445050e+02	-2.323023065564638046e+02	1.696096742000945028e+02
-3.516463376378290207e+01	-4.314285496667358188e+01	1.385407182457187787e+02	2.191367103067728976e+02	7.547543275425810805e+01	-2.577222387200620091e+01	2.021451248634690501e+02	-1.215883901505875002e+02	-7.048259373110872161e+01	1.321903337989779459e+02	-1.345861837054198986e+02	1.126466690265675652e+02
1.045203655929924622e+02	3.503071498609399725e+01	-5.597930040985345812e+01	-2.434723465460180591e+02	-1.835497483896221524e+02	-8.235983238545793483e+01	-7.851941423170063672e+01	8.072776198903767408e+01	-1.251865943750959786e+02	-3.403633272990297769e+02	-2.610082043282766051e+01	-1.531731393338756675e+02
-2.036361878932266478e+01	-1.500389704594163618e+02	1.808747552400706695e+02	3.655617731491020095e+02	2.130904465787756692e+02	-8.074101302430452165e+01	2.919844517737250271e+02	-3.051762547087166411e+01	-1.964638136019594867e+02	9.448200877924801944e+01	-2.210354546432600955e+02	1.832203724974489205e+02
1.592879466306127085e+02	-4.137572461500245709e+02	2.701419117356732613e+02	1.558602736570924492e+02	-3.441519786033856576e+02	-1.196880666240866447e+02	3.099713206686523108e+02	-2.876464662377434252e+02	-1.572934574209458347e+01	1.956454245814368278e+02	9.396002378111307962e+01	5.140028735886342304e+01
-2.036996760584493131e+02	-1.173004500134242960e+02	1.576227647125401745e+02	2.647496774376488702e+02	2.976673143661587346e+02	2.023911661584035073e+02	3.050864891222457231e+01	-5.246678186658037646e+01	2.637732065278135565e+02	4.459549608850413733e+02	-8.452295722185428417e+01	1.963937647995115015e+02
3.271039501745447069e+02	-2.090005324053415734e+02	1.678598358205159968e+02	-1.124433872152568910e+02	-5.959429955114045470e+02	-5.912997777562600277e+01	3.510130394085265948e+01	-2.492862547201594339e+02	-1.212926290742824165e+02	-4.693987309869034164e+01	1.835932753137058739e+02	-1.456383841120206739e+02
6.201939357346258674e+01	1.033183136574713501e+01	-1.433835305291941040e+02	-2.794124370013893781e+02	-8.686243513431210772e+01	8.014214866225994882e+00	-3.662174784588655712e+02	-2.299462728411875290e+01	1.283952130105427614e+02	-1.169016412704803258e+02	1.466264015380357932e+02	-2.202985847741553584e+02
